City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
112,atafu village,-8.5421,-172.5159,301.67,75,100,8.04,TK,1690423677
113,san luis de la loma,17.2706,-100.8939,301.06,79,51,3.02,MX,1690423677
114,yilan,24.757,121.753,302.07,96,100,8.67,TW,1690423677
115,cockburn town,21.4612,-71.1419,301.72,84,74,9.56,TC,1690423677
116,nanao,37.05,136.9667,309.41,60,0,1.26,JP,1690423677
117,faya-largeau,17.9257,19.1043,305.15,11,12,3.04,TD,1690423677
118,prince george,53.9166,-122.753,289.27,69,100,1.83,CA,1690423608
119,inderbor,48.55,51.7833,299.37,41,1,2.12,KZ,1690423678
120,wladyslawowo,54.7909,18.4009,286.44,86,68,5.41,PL,1690423678
121,dolinsk,47.35,142.8,300.55,51,6,5.89,RU,1690423678
122,stanley,54.868,-1.6985,286.64,94,75,1.54,GB,1690423678
123,crystal city,28.6775,-99.8281,308.21,18,0,5.19,US,1690423678
124,warrnambool,-38.3833,142.4833,287.79,61,4,7.33,AU,1690423678
125,bilibino,68.0546,166.4372,284.63,68,100,1.86,RU,1690423679
126,nadym,65.5333,72.5167,294.23,69,15,3.16,RU,1690423679
127,glace bay,46.1969,-59.957,294.58,85,20,3.09,CA,1690423461
128,arraial do cabo,-22.9661,-42.0278,294.15,88,25,9.36,BR,1690423679
129,bubaque,11.2833,-15.8333,300.71,81,100,5.28,GW,1690423539
130,band,46.5833,24.3833,288.69,88,75,4.12,RO,1690423679
131,berdigestyakh,62.0989,126.6992,295.17,46,100,1.52,RU,1690423679
132,kokpekty,48.75,82.4,301.25,23,97,1.25,KZ,1690423680
133,rutland,43.6167,-73.0162,296.53,84,0,2.57,US,1690423423
134,palmer,42.1584,-72.3287,297.38,72,40,4.63,US,1690423603
135,college,64.8569,-147.8028,302.92,52,75,1.34,US,1690423680
136,juan griego,11.0817,-63.9655,306.22,55,98,5.14,VE,1690423680
137,monte argentario,42.4345,11.1195,294.36,65,6,3.42,IT,1690423680
138,hard bargain,26.3167,-77.5667,301.4,73,100,5.1,BS,1690423680
139,uturoa,-16.7333,-151.4333,298.91,83,47,3.73,PF,1690423681
140,petropavlovsk-kamchatsky,53.0452,158.6483,295.48,64,20,5.0,RU,1690423547
141,nguigmi,14.2495,13.1092,301.62,63,94,5.28,NE,1690423681
142,mount pearl,47.5166,-52.7813,291.73,85,100,8.75,CA,1690423568
143,codrington,-38.2667,141.9667,287.64,63,1,8.03,AU,1690423567
144,male,4.1748,73.5089,302.12,84,40,2.57,MV,1690423682
145,la passe,45.5549,-0.8967,292.58,94,15,2.94,FR,1690423682
